arm,weight,scale,baseline_score,perturbed_score,delta,delta_pct
random_variable_gravity,W_Z_VELOCITY,1.0,1345.43,1345.43,0.0,0.0
random_variable_gravity,W_Z_VELOCITY,1.25,1345.43,1345.1,-0.33,-0.0
random_variable_gravity,W_Z_VELOCITY,1.5,1345.43,1344.77,-0.65,-0.0
random_variable_gravity,W_PITCH_RATE,0.5,1345.43,1346.28,0.86,0.1
random_variable_gravity,W_PITCH_RATE,0.75,1345.43,1345.85,0.43,0.0
random_variable_gravity,W_PITCH_RATE,1.0,1345.43,1345.43,0.0,0.0
random_variable_gravity,W_PITCH_RATE,1.25,1345.43,1345.0,-0.43,-0.0
random_variable_gravity,W_PITCH_RATE,1.5,1345.43,1344.57,-0.86,-0.1
random_variable_gravity,W_VEL_CHANGE,0.5,1345.43,1345.71,0.29,0.0
random_variable_gravity,W_VEL_CHANGE,0.75,1345.43,1345.57,0.14,0.0
random_variable_gravity,W_VEL_CHANGE,1.0,1345.43,1345.43,0.0,0.0
random_variable_gravity,W_VEL_CHANGE,1.25,1345.43,1345.28,-0.14,-0.0
random_variable_gravity,W_VEL_CHANGE,1.5,1345.43,1345.14,-0.29,-0.0
random_variable_gravity,W_JOINT_PENALTY,0.5,1345.43,1345.43,0.0,0.0
random_variable_gravity,W_JOINT_PENALTY,0.75,1345.43,1345.43,0.0,0.0
random_variable_gravity,W_JOINT_PENALTY,1.0,1345.43,1345.43,0.0,0.0
random_variable_gravity,W_JOINT_PENALTY,1.25,1345.43,1345.43,0.0,0.0
random_variable_gravity,W_JOINT_PENALTY,1.5,1345.43,1345.43,0.0,0.0
random_variable_gravity,W_IMPACT_PENALTY,0.5,1345.43,1345.48,0.06,0.0
random_variable_gravity,W_IMPACT_PENALTY,0.75,1345.43,1345.46,0.03,0.0
random_variable_gravity,W_IMPACT_PENALTY,1.0,1345.43,1345.43,0.0,0.0
random_variable_gravity,W_IMPACT_PENALTY,1.25,1345.43,1345.4,-0.03,-0.0
random_variable_gravity,W_IMPACT_PENALTY,1.5,1345.43,1345.37,-0.06,-0.0
random_variable_gravity,FALL_PENALTY,0.5,1345.43,1364.24,18.81,1.4
random_variable_gravity,FALL_PENALTY,0.75,1345.43,1354.83,9.41,0.7
random_variable_gravity,FALL_PENALTY,1.0,1345.43,1345.43,0.0,0.0
random_variable_gravity,FALL_PENALTY,1.25,1345.43,1336.02,-9.4,-0.7
random_variable_gravity,FALL_PENALTY,1.5,1345.43,1326.62,-18.81,-1.4
random_variable_gravity,W_LOW_PROGRESS,0.5,1345.43,1345.43,0.0,0.0
random_variable_gravity,W_LOW_PROGRESS,0.75,1345.43,1345.43,0.0,0.0
random_variable_gravity,W_LOW_PROGRESS,1.0,1345.43,1345.43,0.0,0.0
random_variable_gravity,W_LOW_PROGRESS,1.25,1345.43,1345.43,0.0,0.0
random_variable_gravity,W_LOW_PROGRESS,1.5,1345.43,1345.43,0.0,0.0
gradual_transition,W_DISTANCE,0.5,1801.99,1530.55,-271.44,-15.1
gradual_transition,W_DISTANCE,0.75,1801.99,1666.27,-135.72,-7.5
gradual_transition,W_DISTANCE,1.0,1801.99,1801.99,0.0,0.0
gradual_transition,W_DISTANCE,1.25,1801.99,1937.71,135.72,7.5
gradual_transition,W_DISTANCE,1.5,1801.99,2073.44,271.44,15.1
gradual_transition,W_NET_PROGRESS,0.5,1801.99,1333.38,-468.61,-26.0
gradual_transition,W_NET_PROGRESS,0.75,1801.99,1567.69,-234.31,-13.0
gradual_transition,W_NET_PROGRESS,1.0,1801.99,1801.99,0.0,0.0
gradual_transition,W_NET_PROGRESS,1.25,1801.99,2036.3,234.31,13.0
gradual_transition,W_NET_PROGRESS,1.5,1801.99,2270.61,468.61,26.0
gradual_transition,W_SPEED_TRACK,0.5,1801.99,1706.73,-95.26,-5.3
gradual_transition,W_SPEED_TRACK,0.75,1801.99,1754.36,-47.63,-2.6
gradual_transition,W_SPEED_TRACK,1.0,1801.99,1801.99,0.0,0.0
gradual_transition,W_SPEED_TRACK,1.25,1801.99,1849.62,47.63,2.6
gradual_transition,W_SPEED_TRACK,1.5,1801.99,1897.25,95.26,5.3
gradual_transition,W_UPRIGHT,0.5,1801.99,1727.93,-74.06,-4.1
gradual_transition,W_UPRIGHT,0.75,1801.99,1764.96,-37.03,-2.1
gradual_transition,W_UPRIGHT,1.0,1801.99,1801.99,0.0,0.0
gradual_transition,W_UPRIGHT,1.25,1801.99,1839.02,37.03,2.1
gradual_transition,W_UPRIGHT,1.5,1801.99,1876.06,74.06,4.1
gradual_transition,W_BACKWARD,0.5,1801.99,1802.02,0.02,0.0
gradual_transition,W_BACKWARD,0.75,1801.99,1802.01,0.01,0.0
gradual_transition,W_BACKWARD,1.0,1801.99,1801.99,0.0,0.0
gradual_transition,W_BACKWARD,1.25,1801.99,1801.98,-0.01,-0.0
gradual_transition,W_BACKWARD,1.5,1801.99,1801.97,-0.02,-0.0
gradual_transition,W_Z_VELOCITY,0.5,1801.99,1802.95,0.95,0.1
gradual_transition,W_Z_VELOCITY,0.75,1801.99,1802.47,0.48,0.0
gradual_transition,W_Z_VELOCITY,1.0,1801.99,1801.99,0.0,0.0
gradual_transition,W_Z_VELOCITY,1.25,1801.99,1801.52,-0.48,-0.0
gradual_transition,W_Z_VELOCITY,1.5,1801.99,1801.04,-0.95,-0.1
gradual_transition,W_PITCH_RATE,0.5,1801.99,1802.88,0.88,0.0
gradual_transition,W_PITCH_RATE,0.75,1801.99,1802.43,0.44,0.0
gradual_transition,W_PITCH_RATE,1.0,1801.99,1801.99,0.0,0.0
gradual_transition,W_PITCH_RATE,1.25,1801.99,1801.55,-0.44,-0.0
gradual_transition,W_PITCH_RATE,1.5,1801.99,1801.11,-0.88,-0.0
gradual_transition,W_VEL_CHANGE,0.5,1801.99,1802.73,0.74,0.0
gradual_transition,W_VEL_CHANGE,0.75,1801.99,1802.36,0.37,0.0
gradual_transition,W_VEL_CHANGE,1.0,1801.99,1801.99,0.0,0.0
gradual_transition,W_VEL_CHANGE,1.25,1801.99,1801.62,-0.37,-0.0
gradual_transition,W_VEL_CHANGE,1.5,1801.99,1801.25,-0.74,-0.0
gradual_transition,W_JOINT_PENALTY,0.5,1801.99,1801.99,0.0,0.0
gradual_transition,W_JOINT_PENALTY,0.75,1801.99,1801.99,0.0,0.0
gradual_transition,W_JOINT_PENALTY,1.0,1801.99,1801.99,0.0,0.0
gradual_transition,W_JOINT_PENALTY,1.25,1801.99,1801.99,-0.0,-0.0
gradual_transition,W_JOINT_PENALTY,1.5,1801.99,1801.99,-0.0,-0.0
gradual_transition,W_IMPACT_PENALTY,0.5,1801.99,1802.04,0.04,0.0
gradual_transition,W_IMPACT_PENALTY,0.75,1801.99,1802.01,0.02,0.0
gradual_transition,W_IMPACT_PENALTY,1.0,1801.99,1801.99,0.0,0.0
gradual_transition,W_IMPACT_PENALTY,1.25,1801.99,1801.97,-0.02,-0.0
gradual_transition,W_IMPACT_PENALTY,1.5,1801.99,1801.95,-0.04,-0.0
gradual_transition,FALL_PENALTY,0.5,1801.99,1811.91,9.91,0.6
gradual_transition,FALL_PENALTY,0.75,1801.99,1806.95,4.96,0.3
gradual_transition,FALL_PENALTY,1.0,1801.99,1801.99,0.0,0.0
gradual_transition,FALL_PENALTY,1.25,1801.99,1797.04,-4.96,-0.3
gradual_transition,FALL_PENALTY,1.5,1801.99,1792.08,-9.91,-0.6
gradual_transition,W_LOW_PROGRESS,0.5,1801.99,1801.99,0.0,0.0
gradual_transition,W_LOW_PROGRESS,0.75,1801.99,1801.99,0.0,0.0
gradual_transition,W_LOW_PROGRESS,1.0,1801.99,1801.99,0.0,0.0
gradual_transition,W_LOW_PROGRESS,1.25,1801.99,1801.99,0.0,0.0
gradual_transition,W_LOW_PROGRESS,1.5,1801.99,1801.99,0.0,0.0
staged_evolution,W_DISTANCE,0.5,1179.97,993.42,-186.55,-15.8
staged_evolution,W_DISTANCE,0.75,1179.97,1086.69,-93.27,-7.9
staged_evolution,W_DISTANCE,1.0,1179.97,1179.97,0.0,0.0
staged_evolution,W_DISTANCE,1.25,1179.97,1273.24,93.27,7.9
staged_evolution,W_DISTANCE,1.5,1179.97,1366.52,186.55,15.8
staged_evolution,W_NET_PROGRESS,0.5,1179.97,858.14,-321.83,-27.3
staged_evolution,W_NET_PROGRESS,0.75,1179.97,1019.05,-160.91,-13.6
staged_evolution,W_NET_PROGRESS,1.0,1179.97,1179.97,0.0,0.0
staged_evolution,W_NET_PROGRESS,1.25,1179.97,1340.88,160.91,13.6
staged_evolution,W_NET_PROGRESS,1.5,1179.97,1501.8,321.83,27.3
staged_evolution,W_SPEED_TRACK,0.5,1179.97,1130.82,-49.15,-4.2
staged_evolution,W_SPEED_TRACK,0.75,1179.97,1155.39,-24.57,-2.1
staged_evolution,W_SPEED_TRACK,1.0,1179.97,1179.97,0.0,0.0
staged_evolution,W_SPEED_TRACK,1.25,1179.97,1204.54,24.57,2.1
staged_evolution,W_SPEED_TRACK,1.5,1179.97,1229.11,49.15,4.2
staged_evolution,W_UPRIGHT,0.5,1179.97,1125.01,-54.96,-4.7
staged_evolution,W_UPRIGHT,0.75,1179.97,1152.49,-27.48,-2.3
staged_evolution,W_UPRIGHT,1.0,1179.97,1179.97,0.0,0.0
staged_evolution,W_UPRIGHT,1.25,1179.97,1207.44,27.48,2.3
staged_evolution,W_UPRIGHT,1.5,1179.97,1234.92,54.96,4.7
staged_evolution,W_BACKWARD,0.5,1179.97,1180.02,0.06,0.0
staged_evolution,W_BACKWARD,0.75,1179.97,1179.99,0.03,0.0
staged_evolution,W_BACKWARD,1.0,1179.97,1179.97,0.0,0.0
staged_evolution,W_BACKWARD,1.25,1179.97,1179.94,-0.03,-0.0
staged_evolution,W_BACKWARD,1.5,1179.97,1179.91,-0.06,-0.0
staged_evolution,W_Z_VELOCITY,0.5,1179.97,1181.01,1.05,0.1
staged_evolution,W_Z_VELOCITY,0.75,1179.97,1180.49,0.52,0.0
staged_evolution,W_Z_VELOCITY,1.0,1179.97,1179.97,0.0,0.0
staged_evolution,W_Z_VELOCITY,1.25,1179.97,1179.44,-0.52,-0.0
staged_evolution,W_Z_VELOCITY,1.5,1179.97,1178.92,-1.05,-0.1
staged_evolution,W_PITCH_RATE,0.5,1179.97,1181.43,1.46,0.1
staged_evolution,W_PITCH_RATE,0.75,1179.97,1180.7,0.73,0.1
staged_evolution,W_PITCH_RATE,1.0,1179.97,1179.97,0.0,0.0
staged_evolution,W_PITCH_RATE,1.25,1179.97,1179.24,-0.73,-0.1
staged_evolution,W_PITCH_RATE,1.5,1179.97,1178.51,-1.46,-0.1
staged_evolution,W_VEL_CHANGE,0.5,1179.97,1180.44,0.47,0.0
staged_evolution,W_VEL_CHANGE,0.75,1179.97,1180.2,0.23,0.0
staged_evolution,W_VEL_CHANGE,1.0,1179.97,1179.97,0.0,0.0
staged_evolution,W_VEL_CHANGE,1.25,1179.97,1179.73,-0.23,-0.0
staged_evolution,W_VEL_CHANGE,1.5,1179.97,1179.5,-0.47,-0.0
staged_evolution,W_JOINT_PENALTY,0.5,1179.97,1179.97,0.0,0.0
staged_evolution,W_JOINT_PENALTY,0.75,1179.97,1179.97,0.0,0.0
staged_evolution,W_JOINT_PENALTY,1.0,1179.97,1179.97,0.0,0.0
staged_evolution,W_JOINT_PENALTY,1.25,1179.97,1179.97,0.0,0.0
staged_evolution,W_JOINT_PENALTY,1.5,1179.97,1179.97,0.0,0.0
staged_evolution,W_IMPACT_PENALTY,0.5,1179.97,1180.05,0.09,0.0
staged_evolution,W_IMPACT_PENALTY,0.75,1179.97,1180.01,0.04,0.0
staged_evolution,W_IMPACT_PENALTY,1.0,1179.97,1179.97,0.0,0.0
staged_evolution,W_IMPACT_PENALTY,1.25,1179.97,1179.92,-0.04,-0.0
staged_evolution,W_IMPACT_PENALTY,1.5,1179.97,1179.88,-0.09,-0.0
staged_evolution,FALL_PENALTY,0.5,1179.97,1202.41,22.45,1.9
staged_evolution,FALL_PENALTY,0.75,1179.97,1191.19,11.22,1.0
staged_evolution,FALL_PENALTY,1.0,1179.97,1179.97,0.0,0.0
staged_evolution,FALL_PENALTY,1.25,1179.97,1168.74,-11.22,-1.0
staged_evolution,FALL_PENALTY,1.5,1179.97,1157.52,-22.45,-1.9
staged_evolution,W_LOW_PROGRESS,0.5,1179.97,1180.03,0.06,0.0
staged_evolution,W_LOW_PROGRESS,0.75,1179.97,1180.0,0.03,0.0
staged_evolution,W_LOW_PROGRESS,1.0,1179.97,1179.97,0.0,0.0
staged_evolution,W_LOW_PROGRESS,1.25,1179.97,1179.94,-0.03,-0.0
staged_evolution,W_LOW_PROGRESS,1.5,1179.97,1179.91,-0.06,-0.0
adaptive_progression,W_DISTANCE,0.5,1836.22,1565.02,-271.2,-14.8
adaptive_progression,W_DISTANCE,0.75,1836.22,1700.62,-135.6,-7.4
adaptive_progression,W_DISTANCE,1.0,1836.22,1836.22,0.0,0.0
adaptive_progression,W_DISTANCE,1.25,1836.22,1971.82,135.6,7.4
adaptive_progression,W_DISTANCE,1.5,1836.22,2107.42,271.2,14.8
adaptive_progression,W_NET_PROGRESS,0.5,1836.22,1368.34,-467.89,-25.5
adaptive_progression,W_NET_PROGRESS,0.75,1836.22,1602.28,-233.94,-12.7
adaptive_progression,W_NET_PROGRESS,1.0,1836.22,1836.22,0.0,0.0
adaptive_progression,W_NET_PROGRESS,1.25,1836.22,2070.16,233.94,12.7
adaptive_progression,W_NET_PROGRESS,1.5,1836.22,2304.11,467.89,25.5
adaptive_progression,W_SPEED_TRACK,0.5,1836.22,1729.21,-107.01,-5.8
adaptive_progression,W_SPEED_TRACK,0.75,1836.22,1782.72,-53.51,-2.9
adaptive_progression,W_SPEED_TRACK,1.0,1836.22,1836.22,0.0,0.0
adaptive_progression,W_SPEED_TRACK,1.25,1836.22,1889.73,53.51,2.9
adaptive_progression,W_SPEED_TRACK,1.5,1836.22,1943.23,107.01,5.8
adaptive_progression,W_UPRIGHT,0.5,1836.22,1758.92,-77.3,-4.2
adaptive_progression,W_UPRIGHT,0.75,1836.22,1797.57,-38.65,-2.1
adaptive_progression,W_UPRIGHT,1.0,1836.22,1836.22,0.0,0.0
adaptive_progression,W_UPRIGHT,1.25,1836.22,1874.87,38.65,2.1
adaptive_progression,W_UPRIGHT,1.5,1836.22,1913.52,77.3,4.2
adaptive_progression,W_BACKWARD,0.5,1836.22,1836.27,0.05,0.0
adaptive_progression,W_BACKWARD,0.75,1836.22,1836.25,0.02,0.0
adaptive_progression,W_BACKWARD,1.0,1836.22,1836.22,0.0,0.0
adaptive_progression,W_BACKWARD,1.25,1836.22,1836.2,-0.02,-0.0
adaptive_progression,W_BACKWARD,1.5,1836.22,1836.17,-0.05,-0.0
adaptive_progression,W_Z_VELOCITY,0.5,1836.22,1837.63,1.41,0.1
adaptive_progression,W_Z_VELOCITY,0.75,1836.22,1836.93,0.71,0.0
adaptive_progression,W_Z_VELOCITY,1.0,1836.22,1836.22,0.0,0.0
adaptive_progression,W_Z_VELOCITY,1.25,1836.22,1835.52,-0.71,-0.0
adaptive_progression,W_Z_VELOCITY,1.5,1836.22,1834.81,-1.41,-0.1
adaptive_progression,W_PITCH_RATE,0.5,1836.22,1836.98,0.76,0.0
adaptive_progression,W_PITCH_RATE,0.75,1836.22,1836.6,0.38,0.0
adaptive_progression,W_PITCH_RATE,1.0,1836.22,1836.22,0.0,0.0
adaptive_progression,W_PITCH_RATE,1.25,1836.22,1835.84,-0.38,-0.0
adaptive_progression,W_PITCH_RATE,1.5,1836.22,1835.46,-0.76,-0.0
adaptive_progression,W_VEL_CHANGE,0.5,1836.22,1836.86,0.64,0.0
adaptive_progression,W_VEL_CHANGE,0.75,1836.22,1836.54,0.32,0.0
adaptive_progression,W_VEL_CHANGE,1.0,1836.22,1836.22,0.0,0.0
adaptive_progression,W_VEL_CHANGE,1.25,1836.22,1835.9,-0.32,-0.0
adaptive_progression,W_VEL_CHANGE,1.5,1836.22,1835.58,-0.64,-0.0
adaptive_progression,W_JOINT_PENALTY,0.5,1836.22,1836.22,0.0,0.0
adaptive_progression,W_JOINT_PENALTY,0.75,1836.22,1836.22,0.0,0.0
adaptive_progression,W_JOINT_PENALTY,1.0,1836.22,1836.22,0.0,0.0
adaptive_progression,W_JOINT_PENALTY,1.25,1836.22,1836.22,-0.0,-0.0
adaptive_progression,W_JOINT_PENALTY,1.5,1836.22,1836.22,-0.0,-0.0
adaptive_progression,W_IMPACT_PENALTY,0.5,1836.22,1836.26,0.04,0.0
adaptive_progression,W_IMPACT_PENALTY,0.75,1836.22,1836.24,0.02,0.0
adaptive_progression,W_IMPACT_PENALTY,1.0,1836.22,1836.22,0.0,0.0
adaptive_progression,W_IMPACT_PENALTY,1.25,1836.22,1836.2,-0.02,-0.0
adaptive_progression,W_IMPACT_PENALTY,1.5,1836.22,1836.18,-0.04,-0.0
adaptive_progression,FALL_PENALTY,0.5,1836.22,1843.04,6.82,0.4
adaptive_progression,FALL_PENALTY,0.75,1836.22,1839.63,3.41,0.2
adaptive_progression,FALL_PENALTY,1.0,1836.22,1836.22,0.0,0.0
adaptive_progression,FALL_PENALTY,1.25,1836.22,1832.81,-3.41,-0.2
adaptive_progression,FALL_PENALTY,1.5,1836.22,1829.4,-6.82,-0.4
adaptive_progression,W_LOW_PROGRESS,0.5,1836.22,1836.22,0.0,0.0
adaptive_progression,W_LOW_PROGRESS,0.75,1836.22,1836.22,0.0,0.0
adaptive_progression,W_LOW_PROGRESS,1.0,1836.22,1836.22,0.0,0.0
adaptive_progression,W_LOW_PROGRESS,1.25,1836.22,1836.22,0.0,0.0
adaptive_progression,W_LOW_PROGRESS,1.5,1836.22,1836.22,0.0,0.0
archive_based,W_DISTANCE,0.5,2440.03,2020.24,-419.79,-17.2
archive_based,W_DISTANCE,0.75,2440.03,2230.13,-209.89,-8.6
archive_based,W_DISTANCE,1.0,2440.03,2440.03,-0.0,-0.0
archive_based,W_DISTANCE,1.25,2440.03,2649.92,209.89,8.6
archive_based,W_DISTANCE,1.5,2440.03,2859.81,419.79,17.2
archive_based,W_NET_PROGRESS,0.5,2440.03,1718.05,-721.98,-29.6
archive_based,W_NET_PROGRESS,0.75,2440.03,2079.04,-360.99,-14.8
archive_based,W_NET_PROGRESS,1.0,2440.03,2440.03,-0.0,-0.0
archive_based,W_NET_PROGRESS,1.25,2440.03,2801.02,360.99,14.8
archive_based,W_NET_PROGRESS,1.5,2440.03,3162.01,721.98,29.6
archive_based,W_SPEED_TRACK,0.5,2440.03,2417.8,-22.23,-0.9
archive_based,W_SPEED_TRACK,0.75,2440.03,2428.91,-11.11,-0.5
archive_based,W_SPEED_TRACK,1.0,2440.03,2440.03,-0.0,-0.0
archive_based,W_SPEED_TRACK,1.25,2440.03,2451.14,11.11,0.5
archive_based,W_SPEED_TRACK,1.5,2440.03,2462.26,22.23,0.9
archive_based,W_UPRIGHT,0.5,2440.03,2372.0,-68.03,-2.8
archive_based,W_UPRIGHT,0.75,2440.03,2406.01,-34.01,-1.4
archive_based,W_UPRIGHT,1.0,2440.03,2440.03,-0.0,-0.0
archive_based,W_UPRIGHT,1.25,2440.03,2474.04,34.01,1.4
archive_based,W_UPRIGHT,1.5,2440.03,2508.06,68.03,2.8
archive_based,W_BACKWARD,0.5,2440.03,2440.39,0.36,0.0
archive_based,W_BACKWARD,0.75,2440.03,2440.21,0.18,0.0
archive_based,W_BACKWARD,1.0,2440.03,2440.03,-0.0,-0.0
archive_based,W_BACKWARD,1.25,2440.03,2439.85,-0.18,-0.0
archive_based,W_BACKWARD,1.5,2440.03,2439.67,-0.36,-0.0
archive_based,W_Z_VELOCITY,0.5,2440.03,2441.37,1.34,0.1
archive_based,W_Z_VELOCITY,0.75,2440.03,2440.7,0.67,0.0
archive_based,W_Z_VELOCITY,1.0,2440.03,2440.03,-0.0,-0.0
archive_based,W_Z_VELOCITY,1.25,2440.03,2439.36,-0.67,-0.0
archive_based,W_Z_VELOCITY,1.5,2440.03,2438.68,-1.34,-0.1
archive_based,W_PITCH_RATE,0.5,2440.03,2441.09,1.06,0.0
archive_based,W_PITCH_RATE,0.75,2440.03,2440.56,0.53,0.0
archive_based,W_PITCH_RATE,1.0,2440.03,2440.03,-0.0,-0.0
archive_based,W_PITCH_RATE,1.25,2440.03,2439.5,-0.53,-0.0
archive_based,W_PITCH_RATE,1.5,2440.03,2438.96,-1.06,-0.0
archive_based,W_VEL_CHANGE,0.5,2440.03,2440.83,0.8,0.0
archive_based,W_VEL_CHANGE,0.75,2440.03,2440.43,0.4,0.0
